id,url,domain,tld,domain_type,text_length,source_file,chinese_ratio,has_chinese
CC-MAIN-20240612140424-20240612170424-00000.warc_2667,http://greengu.ru/feyerverki-posyipaet-golovyi-peplom/,greengu.ru,ru,其他,3109,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2670,http://greenislandstudios.blogspot.com/,greenislandstudios.blogspot.com,com,商业,17686,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2673,http://greysonchancefans.com/2023-06-22-georgia-tech-is-trying-to-keep-a-chatgpt-powered-teaching-assistant-from-hallucinating.html,greysonchancefans.com,com,商业,9155,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2676,http://gribochek.su/books/item/f00/s00/z0000005/st104.shtml,gribochek.su,su,其他,235,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2679,http://grimalkin.interpres.org/vreme-e-da-se-ochipyavame-vreme-e-da-e-opasportyavame/,grimalkin.interpres.org,org,组织,9734,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2682,http://groupworking.ru/2010/41/foreign-company/,groupworking.ru,ru,其他,2212,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2685,http://grupoquijada.com/tags/instalacion-de-paneles-44-viviendas-valdebebas-madrid,grupoquijada.com,com,商业,1378,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2688,http://grwebdev.org/,grwebdev.org,org,组织,242,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2694,http://gucluder.org/kis-mahalli-izci-kampina-katildik/,gucluder.org,org,组织,2547,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2697,http://guiadeproveedores.com/index.php?a=d&id=940,guiadeproveedores.com,com,商业,1568,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2700,http://gulong.net.cn/fenglingzhongdedaosheng/1517.html,gulong.net.cn,cn,网络,5842,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.7552208147894557,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2703,http://guojiwp.com/tag/buy-university-of-london-diploma,guojiwp.com,com,商业,1128,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2706,http://guvest.com/my-lists/view-a-list/?wlid=1088,guvest.com,com,商业,999,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2709,http://gw.48ws.com/ct24170/plumbing-filtration,gw.48ws.com,com,商业,1679,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2712,http://gx.jinyingjie.com/hushizige/daitouren/detail-273.html,gx.jinyingjie.com,com,商业,4744,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.6418634064080945,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2715,http://gy.guiyoso.com/news733531.html,gy.guiyoso.com,com,商业,1813,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.728626585769443,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2724,http://gzfhwq.com/cn/qiyewenhua-a34.html,gzfhwq.com,com,商业,1695,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.5887905604719764,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2727,http://gzxyzyhs.com/archives/10,gzxyzyhs.com,com,商业,1843,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.609875203472599,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2730,http://handicaservices06.net/actu-2024/course_solidaire-06-2024.php,handicaservices06.net,net,网络,2368,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2733,http://hanimo.com/index.php?id_product=42&controller=product&id_lang=1,hanimo.com,com,商业,2239,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2736,http://hannivoort.org/,hannivoort.org,org,组织,89,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2739,http://hardcastlephotography.com/mengapa-domino-poker-online-semakin-populer-di-indonesia/,hardcastlephotography.com,com,商业,3172,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2745,http://havanahorses.co.id/library.html,havanahorses.co.id,id,其他,6239,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2748,http://hbjxjy.org/shownnews.asp?id=5029,hbjxjy.org,org,组织,2434,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.002054231717337716,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2751,http://hdavia.fr/?p=50,hdavia.fr,fr,其他,537,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2754,"http://healthlibrary.touro.com/Library/Encyclopedia/40,AnemiaQuiz",healthlibrary.touro.com,com,商业,11442,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2757,"http://healthlibrary.touro.com/YourFamily/Children/40,VisionEyeTestEyesEyeQuiz",healthlibrary.touro.com,com,商业,13325,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2760,http://heartabc.com/a/20231213/20231213095512008749133079.html,heartabc.com,com,商业,2475,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.7737373737373737,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2763,http://heartsongsco.com/blog/songs/search-for-music/,heartsongsco.com,com,商业,1090,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2766,http://heinergadde.de/impressum,heinergadde.de,de,其他,5379,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2769,http://hellofta.com/goods/catalog?code=003400190004,hellofta.com,com,商业,1215,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2772,http://hemingwaybcn.com/easy-to-use-gallery-system-2/,hemingwaybcn.com,com,商业,9447,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2775,http://hepcm2020.itam.nsc.ru/en/imp_dates;jsessionid=7B879F74AB76C057F3511E2AC88E2B8E,hepcm2020.itam.nsc.ru,ru,其他,380,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2778,http://heraldi.hr/zastita-osobnih-podataka,heraldi.hr,hr,其他,3558,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2781,http://hereisporn.com/cat/skinny/,hereisporn.com,com,商业,5069,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2784,http://hh.diva-portal.org/smash/get/diva2:683293/FULLTEXT01.pdf,hh.diva-portal.org,org,组织,275697,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.002281490186690461,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2787,http://hi-life.co.kr/press/news;jsessionid=078243432574910A4B9D6435095EC65E,hi-life.co.kr,kr,其他,1658,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2790,http://hieretaujourdhui.com/index.php?home=shop.php&cat=9&sexe=f&forme=23,hieretaujourdhui.com,com,商业,704,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2793,http://hifu.artlady.pl/kt%C3%B3re-maszyny-hazardowe-%C4%85-darmowe-spiny/,hifu.artlady.pl,pl,其他,6806,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2796,http://higgledygarden.com,higgledygarden.com,com,商业,1075,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2799,http://highlandparkhistory.libraryhost.com/index.php/informationobject/browse?sort=startDate&sortDir=asc&view=table&creators=19007&sf_culture=en&media=print,highlandparkhistory.libraryhost.com,com,商业,2470,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2802,http://hillcountrybookstore.com/,hillcountrybookstore.com,com,商业,2620,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2805,http://himlife.site/post-11038-11038.html,himlife.site,site,其他,1441,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.183206106870229,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2808,http://hindi.buxartopnews.com/2019/10/buxar_55.html,hindi.buxartopnews.com,com,商业,10239,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2811,http://hiroshi-takanami.com/tag/%E3%83%91%E3%83%AF%E3%83%BC%E3%82%B9%E3%83%9D%E3%83%83%E3%83%88%E6%97%85%E8%A1%8C/,hiroshi-takanami.com,com,商业,1517,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.2972972972972973,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2814,http://hispeedhorns.com/blog/,hispeedhorns.com,com,商业,3959,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2817,http://historia.id/article/tag/gerakan-mahasiswa/1,historia.id,id,其他,2709,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2820,http://hiura39.wp.xdomain.jp/%E3%80%90%E7%94%BB%E5%83%8F%E3%80%91%E5%90%88%E3%82%B3%E3%83%B3%E3%81%AB%E3%81%93%E3%81%AE%E5%A5%B3%E3%81%AE%E5%AD%90%E9%81%94%E3%81%8C%E6%9D%A5%E3%81%9F%E3%82%89%E3%81%A9%E3%81%86%E3%81%99%E3%82%8B/,hiura39.wp.xdomain.jp,jp,其他,11286,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.14850256955520114,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2823,http://hiura39.wp.xdomain.jp/%E5%85%83%E8%AD%A6%E5%AE%98%E3%80%8C%E9%96%93%E9%81%95%E3%81%84%E3%81%AA%E3%81%8F%E5%86%A4%E7%BD%AA%E3%80%8D%E3%80%80%E6%AF%8D%E5%AD%90%EF%BC%93%E4%BA%BA%E6%AE%BA%E5%AE%B3%E4%BA%8B%E4%BB%B6%E3%81%AE/,hiura39.wp.xdomain.jp,jp,其他,10777,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.15959914633014755,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2826,http://hiyuanxi.com/,hiyuanxi.com,com,商业,3032,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.6820580474934037,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2829,http://hj.diva-portal.org/smash/record.jsf?pid=diva2%3A1288956&c=26&searchType=SIMPLE&language=sv&query=&af=%5B%5D&aq=%5B%5B%7B%22organisationId%22%3A%22118%22%7D%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,hj.diva-portal.org,org,组织,4502,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2832,http://hjy.kr/center/module.php?subMenuSerno=2281&cId=smr925,hjy.kr,kr,其他,582,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2835,http://hlaseni.teplice.cz/slozka.php?id=100524_32bd,hlaseni.teplice.cz,cz,其他,1905,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2838,http://hn-antena.com/item/8362359.html,hn-antena.com,com,商业,2919,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.17848578280232957,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2841,http://hogar.lacor.es/deu/catalogo/ver-gama/spenders/252/,hogar.lacor.es,es,其他,2007,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2844,http://howtohelp.au/business-directory/yellowbridge-qld-ltd/,howtohelp.au,au,其他,2354,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2847,http://hpmoulding.com/index.php/articles,hpmoulding.com,com,商业,6465,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2850,http://hsexweek.org/benh-vien-da-chien-tieng-anh-la-gi/,hsexweek.org,org,组织,4181,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2853,http://ht103.webtahsis.com/Haber/10/Yeni-nesil-kavisli-televizyon.html?lang=TR,ht103.webtahsis.com,com,商业,2415,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2856,http://hu.skdmedical.com/product-list/steel-wheelchair,hu.skdmedical.com,com,商业,2489,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2859,http://hucchc.com/event/anger-management-for-men-zoom/2025-03-04/,hucchc.com,com,商业,2668,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2862,http://human-centre.net/design-2004.html,human-centre.net,net,网络,1717,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.15725101921956902,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2865,http://i88f8j3.aqituandui.com/SiQuXiaoFangChe/,i88f8j3.aqituandui.com,com,商业,1828,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.4075492341356674,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2868,http://iacap2023.auletris.com/themes/,iacap2023.auletris.com,com,商业,1891,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2871,http://ibok.jp/2019/07/03/%E8%A7%92%E7%94%B0%E3%81%BF%E3%82%86%E3%81%8D%E3%81%AE%E3%82%B5%E3%82%A4%E3%82%AD%E3%83%83%E3%82%AF%E3%82%BB%E3%83%83%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%92%E3%81%8A%E5%8F%97%E3%81%91%E3%81%AB-18/,ibok.jp,jp,其他,2205,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.1691609977324263,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2874,http://ice.spirit.free.fr/forum/groupcp.php?sid=538ea9cf184dc9e19969c1ce9c3064d9,ice.spirit.free.fr,fr,其他,705,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2877,http://ict.digiworld.com.vn/phu-kien/o-cung-di-dong-seagate-backup-plus-slim-1tb-25-usb-30-bac-sthn1000401-p13638.html,ict.digiworld.com.vn,vn,商业,2130,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2880,http://idata.fundata.com/MutualFunds/FundSnapshot.aspx?Language=EN&FID=40987,idata.fundata.com,com,商业,364,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2883,http://idata.fundata.com/MutualFunds/FundSnapshot.aspx?Language=EN&FID=87913,idata.fundata.com,com,商业,1879,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2886,http://ideate.xsead.cmu.edu/gallery/pools?ideate_area=game-design&page=4&skill=synthesis&tool=php,ideate.xsead.cmu.edu,edu,教育,3922,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2889,http://ie-today.co.uk/Article/les-have-a-school-lunch-uptake-of-89/,ie-today.co.uk,uk,其他,11998,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2892,http://iki-takaraya.com/t%E6%A7%98-%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%AB%E3%83%BC%E3%83%A0%E5%86%85%E8%A3%85%E5%B7%A5%E4%BA%8B/,iki-takaraya.com,com,商业,654,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.20336391437308868,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2895,http://iklee.knu.ac.kr/bbs/board.html?code=notice&inc=0&start=0&page=view&num=5&mode=&field=&keyword=&category=&auto_reload=20240525115849,iklee.knu.ac.kr,kr,其他,484,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.002066115702479339,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2898,http://ilabilab.com/category.php?id=343,ilabilab.com,com,商业,12066,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.41463616774407425,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2901,http://ilgiornaledellefondazioni.com/content/grandi-navi-venezia-continua-lo-scontro-tra-italia-nostra-e-soprintendenza?page=1,ilgiornaledellefondazioni.com,com,商业,4383,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2904,http://ilib.upm.edu.ph/servlet/template/Index.vm;jsessionid=C2FC07981A5E9B3EF993019D0D40CFDD,ilib.upm.edu.ph,ph,教育,1311,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2907,http://illiaboccia.com/portfolio/set-design/,illiaboccia.com,com,商业,842,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2910,http://ilmeny.org.ru/30278-kulturnyy-gid-krasnoyarska-kuda-poyti-4-10-iyulya.html,ilmeny.org.ru,ru,组织,10607,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2913,http://ima-koto.city-walk.com/detail/51758/,ima-koto.city-walk.com,com,商业,1780,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.302247191011236,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2916,http://images.google.com/url?q=http://holesa.lt,images.google.com,com,商业,163,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2919,http://imelda.coutrier.com/2015/01/01/ny-from-wp/,imelda.coutrier.com,com,商业,9071,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0017638628596626613,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2922,http://imelda.coutrier.com/tag/kereta/,imelda.coutrier.com,com,商业,39514,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.00086045452244774,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2925,http://img.ktv-smart.jp/store/movie.php?id=P048096020999H01,img.ktv-smart.jp,jp,其他,2067,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.24431543299467828,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2928,http://img4.ktzhk.com/plugin_friend.php?action=new&order=2&sid=qAiA7K,img4.ktzhk.com,com,商业,879,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0034129692832764505,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2931,http://imgbox.com/fwUbCmJK,imgbox.com,com,商业,237,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2934,http://imokuma1017.com/archives/2022-01.html,imokuma1017.com,com,商业,1155,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.30562770562770564,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2937,http://imtfe.law.virginia.edu/collections/carrington-williams/4/2/preparation-divison-v-24-april-1947,imtfe.law.virginia.edu,edu,教育,1056,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2940,http://infonigeria.com.ng/cgi-sys/defaultwebpage.cgi,infonigeria.com.ng,ng,商业,933,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2943,http://inforaspb.ru/forum/ucp.php?mode=delete_cookies&sid=29b8c69201c0d70b091c758bbbc02a94,inforaspb.ru,ru,其他,516,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2946,http://informatikaioktatas.hu/?tag=modello,informatikaioktatas.hu,hu,其他,12352,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2949,http://inie-jp.blog/info/post-2520.html,inie-jp.blog,blog,其他,2873,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.16568047337278108,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2952,http://innerrecess.com/tag/dj-strategy/,innerrecess.com,com,商业,636,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2955,http://innerrecess.com/tag/mixing-engineer/,innerrecess.com,com,商业,417,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2958,http://inovatifsacekim.com/your-respected-help-guide-to-western-web-based-casinos/,inovatifsacekim.com,com,商业,12629,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2964,http://inquiry.ius.edu.ba/index.php/index/search/authors?searchInitial=V,inquiry.ius.edu.ba,ba,教育,719,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2967,http://insidersxe.cafe24.com/xe/index.php?mid=urgency&page=2&listStyle=webzine&sort_index=regdate&order_type=desc&document_srl=5368,insidersxe.cafe24.com,com,商业,3009,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2970,http://institutumfraknoi.hu/index.php/hirek/tudomanyos_fokozatszerzes,institutumfraknoi.hu,hu,其他,2618,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2973,http://interkom.vecnost.cz/1998/19981021.htm,interkom.vecnost.cz,cz,其他,3980,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2976,http://inverclydeww1.org/cemetery/st-julien-dressing-station-cemetery,inverclydeww1.org,org,组织,2176,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2979,http://investocenka.ru/konsalting-v-sfere-nedvizhimosti/analiz-effektivnogo-ispolzovaniya.html,investocenka.ru,ru,其他,3796,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2982,http://io-igri.ru/game/drillz-io,io-igri.ru,ru,其他,1591,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2985,http://iostudio.cz/cs/portfolio-item/csob-bank-kodanska-2/,iostudio.cz,cz,其他,2358,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2988,http://iot-solution.jp/product/1nce/,iot-solution.jp,jp,其他,2292,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.2613438045375218,True
CC-MAIN-20240612140424-20240612170424-00000.warc_2991,http://ipgkpm.edu.my/v21/index.php/component/jevents/eventsbyday/2023/5/17/-?Itemid=828,ipgkpm.edu.my,my,教育,2357,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2994,http://ipshalygin.ru/catalog/instrument/nasosy_dlya_perekachki/,ipshalygin.ru,ru,其他,9411,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_2997,http://ir-david.com/?author&paged=3,ir-david.com,com,商业,3131,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_3000,http://ironmanu.de/index.php/nggallery/slideshow?p=571,ironmanu.de,de,其他,6474,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_3003,http://is.golfmylo.com/copy-manufacturers-factory-golf-chipper-customized-golf-chipper-golf-club-head-for-adult-product/,is.golfmylo.com,com,商业,10740,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_3006,http://isagt.com/tag/mickey-nielsen/,isagt.com,com,商业,3991,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_3009,http://ishare.rediff.com/video/entertainment/minase-yashiro/360212?pos=viewedrtnow,ishare.rediff.com,com,商业,1785,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_3012,http://isleenwed.pixnet.net/album/photo/644903936,isleenwed.pixnet.net,net,网络,653,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.4793261868300153,True
CC-MAIN-20240612140424-20240612170424-00000.warc_3015,http://isleenwed.pixnet.net/album/photo/768536911,isleenwed.pixnet.net,net,网络,688,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.501453488372093,True
CC-MAIN-20240612140424-20240612170424-00000.warc_3018,http://istarblog.com/tag/topman-summer-men/,istarblog.com,com,商业,5369,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
CC-MAIN-20240612140424-20240612170424-00000.warc_3021,http://itools-downloads.ru/v-sadu/vechernie-blyzki-atlas-kryjevo-prozrachnye-tkani.php,itools-downloads.ru,ru,其他,3676,CC-MAIN-20240612140424-20240612170424-00000.warc.gz,0.0,False
